Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia,Malignant neoplasms,Diabetes mellitus,Alzheimer disease,Influenza and pneumonia,Chronic lower respiratory diseases,Other diseases of respiratory system,"Nephritis, nephrotic syndrome and nephrosis","Symptoms, signs and abnormal clinical and laboratory findings",Diseases of heart,Cerebrovascular diseases,COVID-19 (Multiple Cause of Death),COVID-19 (Underlying Cause of Death)
South Dakota,2022,19,5/14/2022,179,161,,41,,,0,,,0,0,34,12,,
South Dakota,2022,20,5/21/2022,152,141,,28,,10,0,11,0,,,42,,,
South Dakota,2022,21,5/28/2022,153,136,,29,,,,,,,0,23,12,,
South Dakota,2022,22,6/4/2022,145,133,0,30,,,,,,,0,39,,,
South Dakota,2022,23,6/11/2022,159,140,0,32,,12,,,,,,26,,,
South Dakota,2022,24,6/18/2022,135,125,,29,,,,,0,,0,25,,,
South Dakota,2022,25,6/25/2022,158,144,,40,,,,,0,,,32,,,
South Dakota,2022,26,7/2/2022,146,133,,36,,,,,,,0,29,11,,
South Dakota,2022,27,7/9/2022,185,161,0,29,,,,15,,,,30,,,
South Dakota,2022,28,7/16/2022,161,144,,38,,,,,,,,30,,,
South Dakota,2022,29,7/23/2022,168,149,,38,,,,,,,0,34,10,10,
South Dakota,2022,30,7/30/2022,174,162,,34,11,,,,,,0,45,,10,
South Dakota,2022,31,8/6/2022,168,147,0,31,,,,,,,0,42,,,
South Dakota,2022,32,8/13/2022,176,156,,31,,,,,,,0,35,11,10,
South Dakota,2022,33,8/20/2022,147,136,,25,,,,,,0,,34,,,
South Dakota,2022,34,8/27/2022,140,127,,36,,11,,,,,0,19,,,
South Dakota,2022,35,9/3/2022,121,114,,29,,,0,,,0,0,25,,11,
South Dakota,2022,36,9/10/2022,146,139,,32,,10,0,,0,,,30,11,,
South Dakota,2022,37,9/17/2022,102,102,,22,,,,,,0,,24,,,
South Dakota,2022,38,9/24/2022,93,93,,23,,,,,0,0,0,19,,,
Tennessee,2020,1,1/4/2020,1614,1451,29,258,50,70,61,112,26,21,16,385,80,0,0
Tennessee,2020,2,1/11/2020,1687,1545,22,306,47,78,71,119,31,27,20,341,105,0,0
Tennessee,2020,3,1/18/2020,1597,1448,16,279,46,71,47,99,23,31,17,365,84,0,0
Tennessee,2020,4,1/25/2020,1532,1403,13,307,50,62,52,107,19,24,21,339,80,0,0
Tennessee,2020,5,2/1/2020,1591,1436,17,288,50,72,53,117,24,23,17,373,75,0,0
Tennessee,2020,6,2/8/2020,1612,1460,17,326,44,73,42,118,18,31,21,339,78,0,0
Tennessee,2020,7,2/15/2020,1454,1326,18,274,44,66,38,106,28,20,22,327,69,0,0
Tennessee,2020,8,2/22/2020,1516,1360,24,288,52,58,30,96,29,22,17,347,63,0,0
Tennessee,2020,9,2/29/2020,1504,1367,17,282,56,70,42,97,23,20,14,365,80,0,0
Tennessee,2020,10,3/7/2020,1611,1418,16,315,49,62,46,110,33,21,18,374,70,0,0
Tennessee,2020,11,3/14/2020,1601,1412,17,289,32,65,34,96,39,14,16,373,86,0,0
Tennessee,2020,12,3/21/2020,1526,1385,15,286,62,72,45,108,23,24,15,330,86,,
Tennessee,2020,13,3/28/2020,1528,1385,24,291,49,67,43,110,15,23,15,344,69,11,11
Tennessee,2020,14,4/4/2020,1593,1443,23,277,64,69,42,94,21,20,16,366,79,56,56
Tennessee,2020,15,4/11/2020,1514,1371,10,241,55,87,38,89,23,22,13,360,68,53,52
Tennessee,2020,16,4/18/2020,1541,1396,13,305,53,70,25,105,28,22,23,333,81,43,42
Tennessee,2020,17,4/25/2020,1483,1323,19,267,49,72,26,87,11,25,14,333,68,31,30
Tennessee,2020,18,5/2/2020,1495,1335,13,287,44,81,24,76,27,25,10,316,85,36,36
Tennessee,2020,19,5/9/2020,1492,1295,19,263,44,65,23,67,14,19,14,335,69,49,47
Tennessee,2020,20,5/16/2020,1544,1370,17,295,67,70,21,68,15,15,,345,69,57,51
Tennessee,2020,21,5/23/2020,1557,1375,18,299,44,73,31,94,20,20,19,359,55,33,30
Tennessee,2020,22,5/30/2020,1467,1298,25,245,50,68,28,72,20,20,16,339,74,46,42
Tennessee,2020,23,6/6/2020,1485,1307,15,262,50,56,31,75,22,18,12,365,65,37,37
Tennessee,2020,24,6/13/2020,1500,1329,22,248,47,64,24,75,21,22,11,358,77,36,35
Tennessee,2020,25,6/20/2020,1570,1355,17,306,49,67,28,77,17,15,22,331,64,59,58
Tennessee,2020,26,6/27/2020,1562,1393,19,294,54,57,28,83,21,18,11,359,82,63,58
Tennessee,2020,27,7/4/2020,1533,1350,19,283,44,62,17,75,22,32,21,316,72,75,71
Tennessee,2020,28,7/11/2020,1634,1443,24,292,46,66,25,83,20,16,13,343,80,107,101
Tennessee,2020,29,7/18/2020,1650,1475,17,307,47,68,23,75,17,15,11,349,73,123,115
Tennessee,2020,30,7/25/2020,1710,1509,17,299,46,70,40,62,21,23,20,345,77,158,140
Tennessee,2020,31,8/1/2020,1713,1537,15,272,49,74,25,100,20,26,14,357,77,172,156
Tennessee,2020,32,8/8/2020,1707,1515,16,298,56,70,20,74,19,21,13,356,70,178,165
Tennessee,2020,33,8/15/2020,1678,1503,21,288,58,76,25,81,15,24,17,318,74,178,161
Tennessee,2020,34,8/22/2020,1687,1484,26,278,53,71,30,78,24,22,15,355,73,140,130
Tennessee,2020,35,8/29/2020,1709,1542,19,287,50,71,21,83,19,28,17,344,87,181,162
Tennessee,2020,36,9/5/2020,1624,1475,17,268,52,74,21,80,20,19,20,343,77,151,134
Tennessee,2020,37,9/12/2020,1727,1541,11,266,54,72,26,89,25,14,15,362,83,185,170
Tennessee,2020,38,9/19/2020,1620,1443,14,277,43,70,30,70,29,21,26,321,73,155,147
Tennessee,2020,39,9/26/2020,1743,1561,26,312,39,77,29,79,28,16,21,375,78,170,160
Tennessee,2020,40,10/3/2020,1732,1530,21,292,57,66,17,97,12,22,24,373,65,135,125
Tennessee,2020,41,10/10/2020,1769,1593,17,317,61,68,22,100,19,24,19,333,76,183,167
Tennessee,2020,42,10/17/2020,1784,1578,19,293,52,64,29,91,20,16,15,371,80,229,198
Tennessee,2020,43,10/24/2020,1788,1610,16,267,43,68,37,78,19,11,19,368,93,237,216
Tennessee,2020,44,10/31/2020,1841,1679,13,301,57,66,28,88,27,20,12,353,95,261,244
Tennessee,2020,45,11/7/2020,1815,1640,19,292,45,62,24,104,20,23,19,371,75,283,257
Tennessee,2020,46,11/14/2020,1935,1743,26,282,50,70,30,92,23,20,17,384,92,311,277
Tennessee,2020,47,11/21/2020,2001,1813,16,306,58,68,23,102,24,20,10,349,93,412,370
Tennessee,2020,48,11/28/2020,1919,1785,22,281,42,64,24,87,21,17,25,374,78,452,405
Tennessee,2020,49,12/5/2020,2200,2027,32,281,61,79,31,85,23,31,24,422,91,528,487
Tennessee,2020,50,12/12/2020,2188,2017,28,284,64,91,37,93,30,21,13,406,95,529,487
Tennessee,2020,51,12/19/2020,2174,2006,22,279,43,77,23,86,21,28,21,367,93,603,564
Tennessee,2020,52,12/26/2020,2361,2177,24,269,74,82,26,84,22,23,20,405,85,701,653
Tennessee,2020,53,1/2/2021,2365,2187,19,258,70,86,39,92,25,16,13,430,88,677,615
Tennessee,2021,1,1/9/2021,2427,2253,22,258,61,82,37,97,20,16,29,403,106,771,723
Tennessee,2021,2,1/16/2021,2306,2121,21,277,65,70,30,91,25,34,13,373,87,677,633
Tennessee,2021,3,1/23/2021,2289,2112,25,294,42,60,28,96,28,26,14,409,94,632,591
Tennessee,2021,4,1/30/2021,2083,1896,27,268,47,73,19,75,20,33,26,385,84,494,447
Tennessee,2021,5,2/6/2021,1951,1719,23,281,49,63,16,81,23,29,14,397,84,346,308
Tennessee,2021,6,2/13/2021,1774,1608,15,306,64,68,24,68,20,21,14,371,85,245,212
Tennessee,2021,7,2/20/2021,1795,1634,24,251,72,53,26,95,17,37,23,406,81,244,212
Tennessee,2021,8,2/27/2021,1756,1561,23,294,57,68,18,66,23,25,25,361,77,173,151
Tennessee,2021,9,3/6/2021,1662,1489,25,269,62,60,22,66,20,28,19,343,76,153,138
Tennessee,2021,10,3/13/2021,1603,1429,35,263,47,45,22,77,18,21,11,354,66,154,129
Tennessee,2021,11,3/20/2021,1579,1383,26,298,39,51,23,86,21,20,20,337,67,98,82
Tennessee,2021,12,3/27/2021,1652,1469,25,284,51,57,22,87,16,16,18,371,80,123,110
Tennessee,2021,13,4/3/2021,1568,1388,25,291,46,48,20,78,15,20,20,325,71,104,91
Tennessee,2021,14,4/10/2021,1693,1488,22,262,58,55,20,94,22,27,23,384,66,128,114
Tennessee,2021,15,4/17/2021,1615,1422,20,281,55,43,23,81,20,33,14,377,71,103,88
Tennessee,2021,16,4/24/2021,1670,1463,26,300,46,62,21,85,22,24,16,362,78,124,103
Tennessee,2021,17,5/1/2021,1648,1440,19,302,50,59,26,82,26,26,17,366,53,114,96
Tennessee,2021,18,5/8/2021,1644,1446,22,261,57,45,19,90,22,24,20,378,67,113,100
Tennessee,2021,19,5/15/2021,1641,1448,24,288,46,48,20,99,22,19,19,360,70,115,102
Tennessee,2021,20,5/22/2021,1573,1386,16,288,49,48,23,106,17,19,17,325,64,102,95
Tennessee,2021,21,5/29/2021,1539,1371,17,301,53,60,21,82,26,25,11,311,71,78,68
Tennessee,2021,22,6/5/2021,1548,1344,17,274,46,47,12,93,21,25,16,330,80,69,60
Tennessee,2021,23,6/12/2021,1667,1479,18,329,59,51,24,109,19,29,22,350,72,57,47
Tennessee,2021,24,6/19/2021,1576,1362,13,309,51,56,16,94,17,22,15,350,64,43,31
Tennessee,2021,25,6/26/2021,1547,1338,13,292,46,43,19,94,24,22,17,322,80,33,28
Tennessee,2021,26,7/3/2021,1513,1329,18,298,44,66,15,81,21,27,21,328,81,31,24
Tennessee,2021,27,7/10/2021,1447,1277,18,264,36,53,30,80,22,19,22,321,63,35,33
Tennessee,2021,28,7/17/2021,1510,1334,17,292,53,44,18,78,24,32,,336,67,37,32
Tennessee,2021,29,7/24/2021,1560,1377,16,285,49,53,26,82,15,17,19,337,72,78,75
Tennessee,2021,30,7/31/2021,1600,1427,22,295,47,47,11,85,24,19,15,331,82,95,91
Tennessee,2021,31,8/7/2021,1710,1513,15,309,46,42,24,98,16,28,12,345,85,163,150
Tennessee,2021,32,8/14/2021,1825,1643,23,261,55,58,27,89,15,18,15,375,86,305,294
Tennessee,2021,33,8/21/2021,1964,1778,22,287,60,66,24,87,26,15,22,359,81,383,371
Tennessee,2021,34,8/28/2021,2128,1919,22,294,53,61,18,75,24,28,21,391,79,524,498
Tennessee,2021,35,9/4/2021,2300,2100,15,277,63,67,36,83,18,22,22,418,80,664,621
Tennessee,2021,36,9/11/2021,2372,2169,27,251,57,54,31,90,24,27,26,419,89,717,683
Tennessee,2021,37,9/18/2021,2397,2192,27,297,56,56,26,100,21,32,18,356,89,772,743
Tennessee,2021,38,9/25/2021,2376,2170,19,290,62,52,33,110,19,24,19,367,91,740,701
Tennessee,2021,39,10/2/2021,2168,1975,32,288,49,55,26,93,23,24,16,381,70,576,537
Tennessee,2021,40,10/9/2021,2085,1881,24,282,59,57,25,79,17,27,14,391,83,493,461
Tennessee,2021,41,10/16/2021,1851,1662,26,240,57,55,31,84,16,24,14,341,81,371,341
Tennessee,2021,42,10/23/2021,1852,1667,34,281,51,46,22,67,25,30,16,364,85,310,287
Tennessee,2021,43,10/30/2021,1760,1558,23,285,51,40,30,73,26,20,14,345,92,236,207
Tennessee,2021,44,11/6/2021,1727,1526,13,277,41,47,27,79,20,33,21,427,77,162,141
Tennessee,2021,45,11/13/2021,1805,1615,15,308,49,71,31,77,32,27,20,386,74,185,176
Tennessee,2021,46,11/20/2021,1780,1582,26,285,57,58,29,97,26,27,25,355,93,147,130
Tennessee,2021,47,11/27/2021,1751,1583,22,297,51,62,27,84,30,17,24,379,82,140,126
Tennessee,2021,48,12/4/2021,1879,1683,21,305,43,60,34,88,24,25,17,394,94,181,165
Tennessee,2021,49,12/11/2021,1931,1722,32,319,58,81,36,110,21,24,19,390,82,197,181
Tennessee,2021,50,12/18/2021,1868,1681,16,305,54,61,39,86,18,25,19,399,93,189,169
Tennessee,2021,51,12/25/2021,1845,1684,24,303,51,55,36,111,21,26,18,376,83,201,188
Tennessee,2021,52,1/1/2022,1911,1758,22,259,69,39,44,110,28,28,29,426,91,250,228
Tennessee,2022,1,1/8/2022,2096,1916,35,299,68,63,43,102,22,37,18,439,77,357,311
Tennessee,2022,2,1/15/2022,2188,2023,24,311,71,63,28,103,20,28,17,447,106,455,416
Tennessee,2022,3,1/22/2022,2149,1984,23,261,55,71,38,94,23,28,23,414,86,507,465
Tennessee,2022,4,1/29/2022,2366,2176,21,279,69,79,47,102,21,28,21,464,114,596,521
Tennessee,2022,5,2/5/2022,2298,2108,23,294,66,69,28,105,20,28,17,433,102,593,507
Tennessee,2022,6,2/12/2022,2216,2025,24,282,72,79,25,94,19,23,23,405,89,563,504
Tennessee,2022,7,2/19/2022,2059,1883,20,268,61,66,29,92,30,29,21,408,92,463,392
Tennessee,2022,8,2/26/2022,1897,1715,28,281,62,61,32,72,21,31,23,387,89,309,257
Tennessee,2022,9,3/5/2022,1874,1678,30,299,43,63,29,86,15,25,19,420,79,274,216
Tennessee,2022,10,3/12/2022,1677,1481,30,272,49,52,16,75,23,23,16,380,77,160,128
Tennessee,2022,11,3/19/2022,1671,1463,29,306,58,45,19,91,21,21,30,365,72,109,79
Tennessee,2022,12,3/26/2022,1534,1397,26,273,52,58,19,80,21,24,22,340,82,101,67
Tennessee,2022,13,4/2/2022,1634,1439,23,270,60,38,35,87,20,32,16,348,83,75,47
Tennessee,2022,14,4/9/2022,1610,1405,23,302,55,57,18,69,19,30,25,354,85,35,21
Tennessee,2022,15,4/16/2022,1555,1372,13,267,67,52,20,73,23,24,12,366,89,38,25
Tennessee,2022,16,4/23/2022,1503,1323,19,268,49,40,18,76,21,29,18,345,71,36,16
Tennessee,2022,17,4/30/2022,1493,1301,22,262,64,53,19,74,11,14,32,329,78,40,21
Tennessee,2022,18,5/7/2022,1538,1369,15,278,49,45,23,94,13,24,22,375,92,28,18
Tennessee,2022,19,5/14/2022,1530,1329,16,283,45,54,19,75,22,24,24,364,65,32,22
Tennessee,2022,20,5/21/2022,1537,1376,18,300,43,57,18,90,14,27,28,355,83,31,18
Tennessee,2022,21,5/28/2022,1462,1317,20,275,46,49,22,77,15,19,22,310,86,41,27
Tennessee,2022,22,6/4/2022,1463,1329,19,304,34,56,26,76,25,18,23,325,88,45,24
Tennessee,2022,23,6/11/2022,1618,1430,24,312,42,48,25,79,21,22,31,394,80,44,29
Tennessee,2022,24,6/18/2022,1628,1429,11,297,51,63,23,81,17,25,35,372,86,54,34
Tennessee,2022,25,6/25/2022,1565,1375,20,308,41,61,16,77,18,24,37,346,74,55,42
Tennessee,2022,26,7/2/2022,1467,1326,10,279,40,61,25,62,19,15,56,318,69,57,42
Tennessee,2022,27,7/9/2022,1550,1393,24,288,40,52,16,79,26,12,60,307,81,78,55
Tennessee,2022,28,7/16/2022,1502,1378,17,271,59,44,20,62,20,22,54,334,77,85,57
Tennessee,2022,29,7/23/2022,1566,1436,19,305,44,54,26,78,17,19,82,309,85,96,72
Tennessee,2022,30,7/30/2022,1533,1404,16,280,49,48,17,67,25,30,91,343,82,98,66
Tennessee,2022,31,8/6/2022,1599,1481,18,294,48,63,15,69,20,19,123,348,65,102,71
Tennessee,2022,32,8/13/2022,1585,1474,23,299,50,68,26,84,25,14,93,309,72,90,70
Tennessee,2022,33,8/20/2022,1459,1361,20,259,46,53,18,60,18,18,94,334,54,93,73
Tennessee,2022,34,8/27/2022,1529,1460,12,292,39,55,15,69,20,19,131,327,80,87,69
Tennessee,2022,35,9/3/2022,1573,1480,21,290,43,50,28,79,20,21,164,291,96,90,66
Tennessee,2022,36,9/10/2022,1502,1433,18,275,46,55,21,81,21,28,151,295,67,94,65
Tennessee,2022,37,9/17/2022,1320,1288,13,273,36,47,17,72,15,32,127,277,62,74,41
Tennessee,2022,38,9/24/2022,1094,1094,12,216,26,45,,61,14,19,108,216,62,74,48
Texas,2020,1,1/4/2020,4325,3949,73,798,135,227,117,226,91,85,41,1001,221,0,0
Texas,2020,2,1/11/2020,4564,4202,84,862,160,216,121,258,75,92,35,1003,264,0,0
Texas,2020,3,1/18/2020,4250,3908,59,839,158,212,101,240,78,89,26,966,205,0,0
Texas,2020,4,1/25/2020,4128,3798,66,824,129,195,90,198,59,79,44,992,217,0,0
Texas,2020,5,2/1/2020,4174,3823,67,863,137,196,83,218,63,85,29,959,210,0,0
Texas,2020,6,2/8/2020,4322,3968,84,859,159,217,98,221,68,76,27,1017,202,0,0
Texas,2020,7,2/15/2020,4343,4004,64,889,144,229,97,246,60,74,45,991,242,0,0
Texas,2020,8,2/22/2020,4221,3849,57,822,140,212,98,247,59,81,28,986,206,0,0
Texas,2020,9,2/29/2020,4146,3802,51,849,146,188,82,258,68,97,40,947,228,,
Texas,2020,10,3/7/2020,4173,3866,68,835,121,203,93,226,65,92,35,951,245,,0
Texas,2020,11,3/14/2020,4169,3786,67,778,142,224,89,216,59,97,27,947,231,0,0
Texas,2020,12,3/21/2020,4256,3932,63,885,147,199,92,219,50,82,30,971,223,10,
Texas,2020,13,3/28/2020,4259,3902,75,822,167,252,88,219,59,78,25,949,213,44,44
Texas,2020,14,4/4/2020,4186,3877,77,796,135,209,89,221,63,86,22,918,210,132,126
Texas,2020,15,4/11/2020,4266,3930,68,823,158,214,84,205,53,93,16,927,238,205,191
Texas,2020,16,4/18/2020,4294,3939,54,812,176,212,58,210,51,85,35,894,232,238,230
Texas,2020,17,4/25/2020,4464,4099,64,846,149,219,70,218,47,82,35,1013,221,245,228
Texas,2020,18,5/2/2020,4263,3880,69,769,137,230,69,182,64,91,27,888,226,238,224
Texas,2020,19,5/9/2020,4278,3913,71,793,126,200,60,216,52,85,22,939,209,228,215
Texas,2020,20,5/16/2020,4280,3888,61,788,132,209,52,193,66,74,32,920,207,253,236
Texas,2020,21,5/23/2020,4255,3862,64,805,161,223,69,203,42,83,39,899,221,171,160
Texas,2020,22,5/30/2020,4156,3782,61,767,150,168,56,207,61,84,22,911,212,217,206
Texas,2020,23,6/6/2020,4229,3806,75,752,126,218,56,175,45,75,21,942,226,183,173
Texas,2020,24,6/13/2020,4396,3970,68,826,134,234,53,186,42,75,37,929,222,226,208
Texas,2020,25,6/20/2020,4509,4062,58,844,141,233,76,195,54,77,38,907,205,307,289
Texas,2020,26,6/27/2020,4566,4163,66,773,133,209,52,184,49,95,41,971,223,443,405
Texas,2020,27,7/4/2020,5036,4613,67,785,156,202,35,207,47,99,46,998,231,816,777
Texas,2020,28,7/11/2020,5772,5330,74,833,185,254,66,173,43,105,43,1102,236,1276,1208
Texas,2020,29,7/18/2020,6264,5830,76,819,167,294,67,211,51,97,38,1100,233,1759,1663
Texas,2020,30,7/25/2020,6310,5897,67,771,182,263,59,207,51,88,45,1069,207,1895,1790
Texas,2020,31,8/1/2020,5953,5553,63,790,178,276,68,198,63,93,43,975,225,1731,1658
Texas,2020,32,8/8/2020,5712,5296,68,795,162,217,71,190,45,86,40,974,232,1497,1424
Texas,2020,33,8/15/2020,5782,5328,54,822,175,271,58,177,59,72,36,1047,212,1377,1303
Texas,2020,34,8/22/2020,5033,4613,49,762,158,244,62,197,49,55,37,906,206,1004,940
Texas,2020,35,8/29/2020,5137,4702,67,824,156,277,67,183,54,80,29,988,206,853,782
Texas,2020,36,9/5/2020,4942,4532,64,844,141,258,48,184,50,91,28,984,235,705,641
Texas,2020,37,9/12/2020,4654,4290,57,789,141,204,47,193,70,90,41,929,243,578,534
Texas,2020,38,9/19/2020,4601,4228,85,867,143,236,47,162,54,87,44,894,236,522,468
Texas,2020,39,9/26/2020,4544,4178,60,837,171,222,45,174,41,88,36,888,219,513,475
Texas,2020,40,10/3/2020,4589,4171,65,834,150,232,54,185,48,79,33,916,212,437,385
Texas,2020,41,10/10/2020,4720,4317,69,835,148,252,50,175,53,81,38,991,240,500,460
Texas,2020,42,10/17/2020,4535,4185,60,789,148,239,62,177,48,91,32,890,223,564,505
Texas,2020,43,10/24/2020,4812,4406,56,807,160,210,55,181,47,83,37,962,248,695,634
Texas,2020,44,10/31/2020,5165,4767,55,857,157,224,56,152,60,75,33,1001,251,897,827
Texas,2020,45,11/7/2020,5402,5014,61,865,150,262,64,211,62,91,41,1021,243,1016,952
Texas,2020,46,11/14/2020,5444,5039,66,855,166,263,47,181,48,79,30,983,227,1153,1076
Texas,2020,47,11/21/2020,5431,5048,72,738,169,234,61,204,52,98,48,957,228,1266,1180
Texas,2020,48,11/28/2020,5595,5189,60,803,188,209,64,172,56,74,47,952,217,1394,1298
Texas,2020,49,12/5/2020,5636,5221,66,756,166,242,77,184,59,94,33,993,224,1472,1364
Texas,2020,50,12/12/2020,6057,5645,82,823,160,252,51,185,66,81,37,1062,271,1630,1538
Texas,2020,51,12/19/2020,6185,5769,80,819,189,256,58,208,64,94,41,1086,286,1664,1573
Texas,2020,52,12/26/2020,6134,5736,81,820,181,268,63,192,62,97,45,1057,219,1760,1658
Texas,2020,53,1/2/2021,6546,6105,70,790,179,293,49,226,58,99,38,1110,255,2014,1889
Texas,2021,1,1/9/2021,6972,6575,64,765,189,246,77,200,71,105,30,1085,261,2546,2391
Texas,2021,2,1/16/2021,7208,6796,74,823,189,279,78,201,76,96,37,1148,272,2561,2413
Texas,2021,3,1/23/2021,6997,6598,74,864,175,298,82,214,46,117,39,1079,257,2451,2295
Texas,2021,4,1/30/2021,6641,6268,63,813,162,234,65,204,71,121,50,1008,277,2291,2142
Texas,2021,5,2/6/2021,6247,5853,69,843,158,209,63,192,67,95,35,1044,241,1932,1789
Texas,2021,6,2/13/2021,5896,5486,78,802,176,226,73,190,68,86,41,1024,248,1561,1437
Texas,2021,7,2/20/2021,6412,5883,93,780,248,251,65,227,66,110,62,1271,269,1401,1276
Texas,2021,8,2/27/2021,5661,5212,81,827,185,249,75,208,70,100,42,1049,263,1107,1007
Texas,2021,9,3/6/2021,5191,4759,87,839,155,215,61,196,52,105,30,1011,231,860,770
Texas,2021,10,3/13/2021,4924,4528,85,795,140,212,45,190,54,99,39,1019,278,707,634
Texas,2021,11,3/20/2021,4612,4127,51,750,170,171,53,150,64,83,43,925,231,576,520
Texas,2021,12,3/27/2021,4566,4150,58,812,141,212,61,196,52,72,32,962,228,446,397
Texas,2021,13,4/3/2021,4429,4013,65,775,154,159,65,161,62,78,26,972,211,359,308
Texas,2021,14,4/10/2021,4573,4118,81,819,135,201,53,175,57,87,50,949,250,362,300
Texas,2021,15,4/17/2021,4297,3849,69,779,145,175,48,161,49,67,39,948,237,348,299
Texas,2021,16,4/24/2021,4561,4109,62,780,145,184,54,184,56,95,42,1047,221,336,300
Texas,2021,17,5/1/2021,4444,4031,59,862,156,206,47,191,49,75,34,913,229,299,266
Texas,2021,18,5/8/2021,4359,3943,67,846,145,173,51,216,68,77,43,940,210,301,264
Texas,2021,19,5/15/2021,4384,3959,59,857,140,171,45,176,59,65,39,906,234,285,244
Texas,2021,20,5/22/2021,4286,3875,70,838,135,201,45,190,50,80,42,854,236,258,227
Texas,2021,21,5/29/2021,4286,3873,61,830,139,199,48,180,52,94,36,881,212,266,233
Texas,2021,22,6/5/2021,4243,3798,46,839,149,177,38,188,54,85,48,858,218,197,173
Texas,2021,23,6/12/2021,4310,3849,75,809,157,173,50,196,69,80,51,912,210,175,149
Texas,2021,24,6/19/2021,4366,3859,68,785,146,181,53,210,58,79,56,869,223,170,141
Texas,2021,25,6/26/2021,4343,3878,71,833,140,214,42,195,64,89,73,901,224,166,138
Texas,2021,26,7/3/2021,4360,3920,72,881,144,197,51,203,46,81,55,877,224,186,156
Texas,2021,27,7/10/2021,4259,3825,70,839,136,182,53,167,68,81,49,913,231,176,152
Texas,2021,28,7/17/2021,4446,3983,74,820,166,185,53,208,57,99,48,882,234,232,213
Texas,2021,29,7/24/2021,4445,4023,70,815,122,172,47,187,60,86,36,981,213,346,311
Texas,2021,30,7/31/2021,4805,4363,74,847,157,198,56,188,59,82,42,1000,221,517,465
Texas,2021,31,8/7/2021,5121,4675,74,861,143,179,58,219,52,82,36,960,209,853,792
Texas,2021,32,8/14/2021,5705,5269,58,865,157,188,44,188,52,97,61,976,246,1402,1331
Texas,2021,33,8/21/2021,6339,5870,69,870,161,182,53,202,59,109,52,1046,252,1873,1764
Texas,2021,34,8/28/2021,6609,6168,63,859,181,201,68,212,55,82,46,1046,233,2231,2120
Texas,2021,35,9/4/2021,6713,6254,54,875,168,196,61,195,63,105,51,1004,243,2315,2225
Texas,2021,36,9/11/2021,6594,6080,68,790,177,203,45,193,64,76,55,1027,212,2217,2128
Texas,2021,37,9/18/2021,6275,5809,74,775,140,190,56,195,63,81,49,960,209,2086,1999
Texas,2021,38,9/25/2021,6213,5757,75,831,183,214,54,203,78,91,51,936,216,1940,1838
Texas,2021,39,10/2/2021,5899,5481,69,837,148,196,47,169,53,98,40,1017,214,1647,1577
Texas,2021,40,10/9/2021,5505,5104,66,841,135,199,51,206,54,78,43,973,222,1308,1257
Texas,2021,41,10/16/2021,5281,4872,76,830,142,183,60,202,61,73,48,982,213,1087,1008
Texas,2021,42,10/23/2021,5073,4634,70,803,149,200,37,204,71,86,42,959,216,870,803
Texas,2021,43,10/30/2021,4879,4467,51,849,162,200,50,179,65,82,45,904,255,659,608
Texas,2021,44,11/6/2021,4799,4353,73,805,152,200,54,203,82,83,50,953,257,516,468
Texas,2021,45,11/13/2021,4802,4384,79,848,165,186,48,209,71,85,53,970,211,469,420
Texas,2021,46,11/20/2021,4786,4361,76,867,158,220,75,167,57,79,44,1034,231,428,378
Texas,2021,47,11/27/2021,4718,4319,90,843,144,195,58,198,53,76,48,965,233,419,386
Texas,2021,48,12/4/2021,4897,4446,80,839,145,200,70,185,75,90,48,1036,240,472,418
Texas,2021,49,12/11/2021,4914,4511,64,869,161,179,81,207,76,97,52,1008,225,497,452
Texas,2021,50,12/18/2021,4731,4280,70,835,154,198,80,194,73,86,48,895,229,472,433
Texas,2021,51,12/25/2021,4901,4480,71,838,182,211,73,205,67,82,50,1017,220,483,442
Texas,2021,52,1/1/2022,5003,4574,71,776,168,193,67,208,79,87,53,1015,236,620,566
Texas,2022,1,1/8/2022,5516,5093,75,898,190,230,73,232,76,94,49,1083,289,871,747
Texas,2022,2,1/15/2022,6104,5719,87,908,195,240,91,203,84,103,36,1194,290,1309,1165
Texas,2022,3,1/22/2022,6735,6274,73,900,198,287,66,235,87,125,53,1216,301,1756,1546
Texas,2022,4,1/29/2022,6837,6414,89,898,212,262,70,267,88,113,51,1195,270,1936,1729
Texas,2022,5,2/5/2022,6582,6134,67,891,204,312,76,227,63,102,48,1138,295,1771,1551
Texas,2022,6,2/12/2022,6225,5756,69,841,178,233,53,184,73,109,70,1105,282,1524,1331
Texas,2022,7,2/19/2022,5619,5167,79,808,155,249,58,232,75,100,58,1067,246,1063,899
Texas,2022,8,2/26/2022,5122,4720,76,768,178,224,64,196,78,81,64,1001,274,792,668
Texas,2022,9,3/5/2022,4984,4527,79,827,173,189,64,194,70,105,70,1023,261,524,417
Texas,2022,10,3/12/2022,4566,4160,80,814,162,172,60,200,68,96,47,938,226,372,288
Texas,2022,11,3/19/2022,4632,4178,68,810,165,183,59,216,62,96,72,990,263,290,214
Texas,2022,12,3/26/2022,4537,4098,67,842,130,196,63,200,62,110,65,983,221,228,157
Texas,2022,13,4/2/2022,4355,3951,58,834,121,184,48,175,69,96,81,918,255,163,101
Texas,2022,14,4/9/2022,4300,3892,67,828,121,199,51,188,75,118,69,921,205,117,65
